Vann-nett_Rapport 7.4.2020;;;;;;;;;;;;;;;;;;
VannforekomstID;Vannforekomstnavn;Vanntype;Nasjonal vanntype;Interkalibreringstype;Økoregion kyst;Kysttype;Salinitet;Tidevann;Bølgeeksponering;Miksing i vannsøylen;Oppholdstid;Strømhastighet;Vannregionkoordinator;Vannregion;Vannområde;VassdragsområdeID;Vassdragsområde;Endret dato
0201010200-C;Grønsfjorden;CN4423222;N4;Not applicable;Nordsjøen Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;3/26/2020 8:51:48 PM
0201010300-C;Rosfjorden;CN4423222;N4;Not applicable;Nordsjøen Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;9/26/2018 10:32:21 AM
0201010400-C;Skarvøy;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;09/06/2018 11:40
0201010500-C;Spindfjorden;CN6423221;;Not applicable;Nordsjøen Sør;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Svak (< 1 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;09/06/2018 11:46
0201010600-C;Indre Spindsfjorden;CN4423222;N4;Not applicable;Nordsjøen Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;09/06/2018 11:47
0201010700-1-C;Indre Spindsfjorden - Håøysundet;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;09/06/2018 12:21
0201010700-2-C;Indre Spindsfjorden - Farsund;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;09/06/2018 12:19
0201010800-C;Lyngdalsfjord-ytre;CN6423231;;Not applicable;Nordsjøen Sør;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;3/23/2020 4:39:27 AM
0201010900-C;Lyngdalsfjord-indre;CN5323322;N5;Not applicable;Nordsjøen Sør;Sterkt ferskvannspåvirket fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;10/01/2019 20:54
0201011000-C;Åptafjorden;CN6423231;;Not applicable;Nordsjøen Sør;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;2/27/2020 11:35:02 AM
0201011100-C;Drangsfjorden;CN6423231;;Not applicable;Nordsjøen Sør;Oksygenfattig fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;09/06/2018 13:48
0201011200-C;Helvikfjorden;CN4423222;N4;Not applicable;Nordsjøen Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;09/06/2018 12:32
0201011300-C;Framvaren;CN6323331;;Not applicable;Nordsjøen Sør;Oksygenfattig fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;3/23/2020 4:38:24 AM
0201011400-C;Lundevågen;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Lygna;24;LYGNA/KYST LINDESNES-LISTA;2/25/2020 1:57:40 PM
0201020100-1-C;Listafjorden;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;25;KVINA/FEDAFJORDEN;09/06/2018 13:59
0201020100-2-C;Listafjord - Kinna;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;25;KVINA/FEDAFJORDEN;09/06/2018 14:06
0201020200-C;Eidsfjorden;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;25;KVINA/FEDAFJORDEN;09/06/2018 14:05
0201020301-C;Fedafjord-indre;CN5323322;N5;Not applicable;Nordsjøen Sør;Sterkt ferskvannspåvirket fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;25;KVINA/FEDAFJORDEN;3/22/2020 9:21:22 PM
0201020302-C;Fedafjord-ytre;CN5323322;N5;Not applicable;Nordsjøen Sør;Sterkt ferskvannspåvirket fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;25;KVINA/FEDAFJORDEN;09/06/2018 14:08
0201020400-C;Stolsfjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;25;KVINA/FEDAFJORDEN;09/06/2018 14:10
0201020500-1-C;Lafjord;CN4423222;N4;Not applicable;Nordsjøen Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;25;KVINA/FEDAFJORDEN;09/06/2018 14:12
0201020500-2-C;Tjørsvågbukta;CN4423222;N4;Not applicable;Nordsjøen Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;25;KVINA/FEDAFJORDEN;09/06/2018 14:13
0201020600-C;Grisefjorden;CN6323331;;Not applicable;Nordsjøen Sør;Oksygenfattig fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Lang (måneder/år);Svak (< 1 knop);Agder FK;Agder;Sira-Kvina;25;KVINA/FEDAFJORDEN;2/27/2020 5:25:59 PM
0201020700-1-C;Logakanalen;CN5323322;N5;Not applicable;Nordsjøen Sør;Sterkt ferskvannspåvirket fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;25;KVINA/FEDAFJORDEN;4/24/2012 10:00:13 AM
0201020800-C;Hidrasundet;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;26;SIRA OG SOKNA/KYST HIDRA-SOKNDAL;09/06/2018 14:37
0201020900-C;Rasvågen;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;26;SIRA OG SOKNA/KYST HIDRA-SOKNDAL;09/06/2018 14:02
0201021000-C;Berrefjord;CN4423222;N4;Not applicable;Nordsjøen Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;26;SIRA OG SOKNA/KYST HIDRA-SOKNDAL;09/06/2018 14:41
0201021100-C;Ånafjorden;CN5323322;N5;Not applicable;Nordsjøen Sør;Sterkt ferskvannspåvirket fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Agder FK;Agder;Sira-Kvina;26;SIRA OG SOKNA/KYST HIDRA-SOKNDAL;09/06/2018 14:43
0240000030-C;Dyngjadypet - Sirevåg;CN1521112;N1;CW-NEA1/26;Nordsjøen Sør;Åpen eksponert kyst;Euhalin (> 30);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;6/25/2019 12:05:40 PM
0240000100-C;Jøssingfjord;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;26;SIRA OG SOKNA/KYST HIDRA-SOKNDAL;11/06/2018 18:16
0240000200-C;Dyngadypet;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;26;SIRA OG SOKNA/KYST HIDRA-SOKNDAL;11/06/2018 18:18
0240000300-C;Sogndalsstranda;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;26;SIRA OG SOKNA/KYST HIDRA-SOKNDAL;11/06/2018 18:19
0240000400-C;Rekefjord;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;26;SIRA OG SOKNA/KYST HIDRA-SOKNDAL;11/06/2018 18:27
0240000500-C;Nordfjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;26;SIRA OG SOKNA/KYST HIDRA-SOKNDAL;11/06/2018 18:29
0240000600-C;Nesvågen;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;11/07/2018 10:01
0240000700-C;Nålaugviga;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;09/01/2005 00:00
0240010100-C;Lygre;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;11/06/2018 18:36
0240010201-C;Vandringshamna - Rosshagen;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;11/06/2018 18:45
0240010202-C;Egersund;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;11/07/2018 07:19
0240010203-C;Båtavika;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;11/07/2018 07:39
0240010204-C;Tengsvågen;CN5323322;N5;Not applicable;Nordsjøen Sør;Sterkt ferskvannspåvirket fjord;Mesohalin (5 - 18);Liten (< 1 m);Beskyttet;Lagdelt;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;11/07/2018 07:40
0240010300-C;Nordresundet;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;11/07/2018 07:43
0240010400-C;Marren;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;11/07/2018 07:44
0240010500-C;Lundarviga;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Dalane;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;11/07/2018 07:45
0241000030-C;Jærensrev-syd;CN1521112;N1;CW-NEA1/26;Nordsjøen Sør;Åpen eksponert kyst;Euhalin (> 30);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;28;FIGGJO/JÆREN;8/13/2018 1:14:36 PM
0241000031-1-C;Sirevåg;CN1521112;N1;CW-NEA1/26;Nordsjøen Sør;Åpen eksponert kyst;Euhalin (> 30);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;9/24/2018 6:58:57 AM
0241000031-2-C;Ognabukta;CN1521112;N1;CW-NEA1/26;Nordsjøen Sør;Åpen eksponert kyst;Euhalin (> 30);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;27;BJERKREIMVASSDRAGET/KYST SOKNDAL-OGNA;9/24/2018 1:06:28 PM
0242000030-C;Jærensrev nord;CN1521112;N1;CW-NEA1/26;Nordsjøen Sør;Åpen eksponert kyst;Euhalin (> 30);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;28;FIGGJO/JÆREN;8/13/2018 3:52:52 PM
0242000031-C;Boknafjord-ytre;CN1521112;N1;CW-NEA1/26;Nordsjøen Sør;Åpen eksponert kyst;Euhalin (> 30);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Haugaland;40;KARMØY;8/13/2018 1:24:30 PM
0242000032-C;Sirafjorden;CN1521112;N1;CW-NEA1/26;Nordsjøen Sør;Åpen eksponert kyst;Euhalin (> 30);Liten (< 1 m);Høy;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Haugaland;40;KARMØY;10/29/2018 8:05:36 AM
0242010101-2-C;Håsteinsfjorden mot Kvitsøy;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;34;RYFYLKEØYANE;12/19/2018 12:51:48 PM
0242010101-3-C;Håsteinsfjorden-indre;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;28;FIGGJO/JÆREN;12/19/2018 12:52:14 PM
0242010102-C;Kvitsøy - Sparholmane;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;34;RYFYLKEØYANE;01/01/2005 00:00
0242010103-1-C;Tananger havn;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;28;FIGGJO/JÆREN;8/13/2018 5:42:23 PM
0242010103-2-C;Risavika;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;28;FIGGJO/JÆREN;8/14/2018 11:13:41 AM
0242010200-C;Hafrsfjorden;CN4423222;N4;Not applicable;Nordsjøen Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;28;FIGGJO/JÆREN;8/14/2018 10:55:41 AM
0242010300-C;Vistebukta;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;28;FIGGJO/JÆREN;12/19/2018 12:53:08 PM
0242010401-1-C;Dysjalandsvågen;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;34;RYFYLKEØYANE;4/30/2019 1:44:25 PM
0242010401-2-C;Kvitsøyfjorden;CN2522112;N2;CW-NEA1/26;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;34;RYFYLKEØYANE;04/02/2020 09:24
0242010402-C;Klostervågen;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;34;RYFYLKEØYANE;03/11/2019 10:56
0242010500-1-C;Byfjorden - Åmøyfjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;29;STAVANGER OG SANDNES KOMMUNER;12/19/2018 12:51:26 PM
0242010500-2-C;Tasta - Ulsneset;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;29;STAVANGER OG SANDNES KOMMUNER;12/19/2018 12:51:14 PM
0242010600-C;Mastrafjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;34;RYFYLKEØYANE;8/28/2018 10:21:43 AM
0242010701-C;Stavanger havn;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;29;STAVANGER OG SANDNES KOMMUNER;12/19/2018 12:51:03 PM
0242010702-1-C;Stavangerfjorden ytre;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;29;STAVANGER OG SANDNES KOMMUNER;12/19/2018 12:50:34 PM
0242010702-2-C;Stavangerfjorden - indre;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;29;STAVANGER OG SANDNES KOMMUNER;12/19/2018 12:50:52 PM
0242010703-C;Hillevågen;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;29;STAVANGER OG SANDNES KOMMUNER;8/14/2018 2:15:40 PM
0242010800-1-C;Gandsfjorden ytre;CN2522112;N2;CW-NEA7;Nordsjøen Sør;Moderat eksponert kyst;Euhalin (> 30);Liten (< 1 m);Moderat;Blandet;Kort (dager);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;29;STAVANGER OG SANDNES KOMMUNER;8/14/2018 3:47:30 PM
0242010800-2-C;Gandsfjorden-indre;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;29;STAVANGER OG SANDNES KOMMUNER;06/06/2018 14:08
0242010900-C;Riskafjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;29;STAVANGER OG SANDNES KOMMUNER;8/15/2018 9:20:05 AM
0242011000-C;Hidlefjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Ryfylke;32;JØRPELANDSÅNA/STRAND KOMMUNE;12/19/2018 12:53:53 PM
0242011101-C;Idsefjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Ryfylke;32;JØRPELANDSÅNA/STRAND KOMMUNE;12/19/2018 10:37:00 AM
0242011102-C;Botnefjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Ryfylke;32;JØRPELANDSÅNA/STRAND KOMMUNE;01/01/2005 00:00
0242011201-C;Høgsfjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;32;JØRPELANDSÅNA/STRAND KOMMUNE;8/15/2018 9:25:39 AM
0242011202-C;Hølefjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;29;STAVANGER OG SANDNES KOMMUNER;8/15/2018 12:33:01 PM
0242011300-C;Frafjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Ryfylke;30;FRAFJORDELVA/HØGSFJORDEN OG FRAFJORDEN;01/01/2005 00:00
0242011401-C;Lysefjorden-ytre;CN4423222;N4;Not applicable;Nordsjøen Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Ryfylke;31;LYSEVASSDRAGET/LYSEFJORDEN;01/01/2005 00:00
0242011402-C;Lysefjorden-indre;CN4423222;N4;Not applicable;Nordsjøen Sør;Ferskvannspåvirket beskyttet fjord;Polyhalin (18 - 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Ryfylke;31;LYSEVASSDRAGET/LYSEFJORDEN;4/14/2015 1:04:53 PM
0242020100-C;Talgjefjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;34;RYFYLKEØYANE;10/29/2018 9:25:03 AM
0242020200-C;Brimsefjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;34;RYFYLKEØYANE;09/12/2018 12:07
0242020300-C;Fognafjorden - Fisterfjorden;CN3523222;N3;CW-NEA7;Nordsjøen Sør;Beskyttet kyst/fjord;Euhalin (> 30);Liten (< 1 m);Beskyttet;Delvis blandet;Moderat (uker);Moderat (1 - 3 knop);Rogaland FK;Rogaland;Jæren;34;RYFYLKEØYANE;10/16/2018 1:16:40 PM
